"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
55,94,9,78,56,57,60,4,0,0,4,43,40,93,100,100,1
34,89,96,100,93,99,24,86,60,72,100,46,63,16,0,0,1
7,71,38,49,70,20,25,0,1,34,0,69,33,100,100,97,1
15,100,20,55,76,48,69,0,20,10,0,61,38,95,100,99,1
18,85,41,46,37,1,3,0,0,47,7,91,53,97,100,100,1
0,79,26,54,70,25,26,0,10,33,0,70,30,100,100,95,1
27,100,30,67,95,44,66,0,11,12,0,62,22,97,100,99,1
96,100,70,100,35,80,57,60,100,46,90,13,46,0,0,8,1
57,89,100,98,70,100,33,78,37,47,77,34,45,7,0,0,1
100,95,55,100,13,88,4,62,46,47,70,20,39,0,0,10,1
56,86,99,100,100,96,54,87,20,73,45,46,42,16,0,0,1
40,88,100,100,38,91,0,64,41,52,96,38,62,11,0,0,1
37,78,15,58,49,25,18,0,0,30,1,72,49,89,100,100,1
31,100,0,58,74,45,57,2,10,0,6,46,17,90,100,97,1
29,88,90,100,69,95,12,74,35,58,100,47,64,17,0,0,1
10,87,17,58,88,50,86,0,17,6,0,58,21,92,100,100,1
88,89,46,100,13,76,23,43,76,50,100,21,55,0,0,6,1
100,100,65,94,34,83,27,50,67,40,76,12,40,0,0,7,1
22,100,25,63,54,26,22,0,0,37,2,82,49,96,100,95,1
100,100,67,98,41,80,44,50,78,42,68,16,35,2,0,0,1
32,92,24,47,71,36,38,0,0,0,21,48,49,92,100,100,1
100,98,71,100,42,88,35,55,59,41,61,16,31,3,0,0,1
42,98,22,72,75,51,62,0,0,6,23,57,43,100,100,99,1
24,96,34,62,72,36,37,0,15,40,0,89,50,99,100,100,1
31,97,100,100,25,94,12,62,48,62,94,33,60,0,0,5,1
57,94,100,100,48,82,24,48,71,64,85,31,54,0,0,1,1
11,98,0,55,52,36,45,0,17,22,11,72,42,100,100,99,1
22,95,97,100,100,98,18,95,32,70,100,47,72,0,0,16,1
48,84,99,100,100,94,53,74,48,44,90,26,55,0,0,1,1
20,82,71,100,100,96,41,87,10,71,62,48,54,0,0,0,1
100,92,65,100,46,85,49,58,77,42,67,18,35,6,0,0,1
16,96,94,100,28,96,4,68,35,51,100,35,65,0,0,14,1
55,96,99,100,52,86,61,58,96,35,100,6,51,0,0,2,1
6,100,1,53,61,48,44,0,5,16,0,70,41,98,100,97,1
36,93,12,61,87,55,79,16,11,0,0,48,25,92,100,100,1
40,95,16,58,100,52,90,10,12,0,0,48,8,89,94,100,1
12,100,25,89,17,37,40,0,0,10,7,54,51,72,100,81,1
29,100,12,57,42,33,26,0,0,33,11,71,53,88,100,91,1
11,87,14,61,58,36,24,0,0,28,9,77,41,100,100,94,1
100,93,73,100,43,98,34,66,50,50,61,34,31,17,0,0,1
30,84,43,61,100,38,64,4,0,0,6,47,25,88,90,100,1
39,97,17,63,65,49,45,0,0,5,14,60,42,100,100,98,1
16,76,71,94,100,100,43,83,45,52,93,28,66,2,0,0,1
100,100,63,99,28,85,27,49,67,40,88,16,46,0,0,1,1
44,85,93,100,100,92,45,81,51,68,93,36,50,0,0,17,1
100,100,57,92,24,87,0,58,33,57,66,42,48,13,8,0,1
17,97,89,100,48,96,21,70,59,67,100,36,63,0,0,16,1
100,99,68,100,47,74,52,52,81,42,63,14,30,0,0,16,1
18,93,10,55,55,27,13,0,0,34,5,81,45,100,100,98,1
23,100,18,78,36,40,17,0,0,51,21,83,61,84,100,82,1
20,88,29,53,73,35,42,0,0,3,20,59,53,98,100,100,1
12,91,79,100,45,95,29,63,88,68,100,24,52,0,0,23,1
50,91,100,100,90,97,62,69,100,43,99,11,51,0,0,1,1
21,87,24,55,60,29,24,0,0,17,10,68,52,90,100,100,1
100,100,51,96,10,82,7,63,57,61,71,35,44,9,0,0,1
100,94,55,100,21,84,0,55,45,62,71,40,51,11,8,0,1
45,96,0,68,48,62,52,12,6,0,20,54,45,100,100,99,1
19,75,64,99,100,100,48,90,5,63,53,51,47,2,0,0,1
47,84,94,100,100,93,41,80,25,61,82,41,53,0,0,10,1
10,94,84,100,37,97,21,67,63,60,100,32,60,0,0,18,1
100,99,62,100,36,78,47,51,82,44,69,14,34,0,0,14,1
67,88,95,100,47,75,18,50,81,62,100,29,64,0,0,7,1
31,96,17,64,44,28,20,0,5,36,0,77,44,97,100,100,1
8,98,17,58,71,44,40,0,2,27,0,78,33,100,100,99,1
4,96,76,100,60,97,17,79,65,70,100,29,43,0,0,26,1
100,100,71,90,50,90,39,67,70,55,59,31,31,13,0,0,1
53,89,32,62,100,53,75,13,9,0,0,43,25,88,93,100,1
100,100,68,97,16,90,8,56,53,57,83,36,52,8,0,0,1
33,86,21,56,91,44,65,1,0,0,2,51,26,94,100,100,1
100,93,75,100,47,88,33,54,68,49,79,28,43,8,0,0,1
41,84,89,100,100,97,44,93,26,73,72,43,46,0,0,22,1
63,86,32,66,58,32,30,0,5,19,0,57,41,84,100,100,1
14,96,0,62,53,40,65,0,26,3,17,54,33,97,100,100,1
31,87,80,100,45,88,27,63,75,45,100,20,56,2,0,0,1
15,100,23,62,66,40,37,0,0,13,0,56,45,85,100,99,1
47,85,100,100,40,87,24,59,80,61,90,34,57,8,0,0,1
16,95,100,100,22,92,2,65,24,47,96,39,75,0,0,2,1
40,95,100,100,32,85,10,58,78,61,87,29,43,0,0,6,1
37,98,11,60,88,52,76,8,0,0,0,46,18,88,100,100,1
43,89,93,100,66,91,40,64,82,43,100,15,52,0,0,1,1
100,100,63,94,20,73,13,44,70,47,89,19,46,0,0,7,1
100,81,83,96,26,100,0,88,16,54,69,40,87,6,34,0,1
30,100,90,99,81,100,32,78,52,57,100,31,58,0,0,17,1
9,95,3,60,65,67,66,8,11,0,0,61,32,91,100,100,1
30,96,31,62,60,26,24,0,8,35,0,76,35,100,100,100,1
16,94,0,60,53,50,47,0,17,11,13,70,46,100,100,96,1
19,92,86,100,75,99,2,84,37,68,100,50,72,16,0,0,1
33,77,0,60,75,69,78,26,12,0,15,46,23,93,100,100,1
49,85,49,61,71,25,27,0,8,37,0,79,42,99,100,100,1
100,100,57,94,29,76,48,63,83,49,71,19,36,0,0,4,1
43,95,20,65,45,25,9,0,0,27,20,71,55,91,100,100,1
100,100,64,98,36,99,34,68,59,60,62,36,32,17,0,0,1
1,88,0,54,59,31,36,0,11,28,4,68,28,97,100,100,1
18,88,2,54,40,25,2,0,0,30,20,70,45,100,100,93,1
30,98,16,60,53,28,46,0,13,29,0,68,27,95,100,100,1
100,100,64,98,26,85,36,63,76,58,75,24,42,1,0,0,1
2,80,36,50,54,12,9,0,0,41,5,78,49,95,100,100,1
100,97,66,100,30,88,24,55,54,59,61,27,38,0,0,1,1
0,69,10,54,67,37,47,0,14,13,17,54,34,92,100,100,1
33,100,0,66,28,40,55,12,1,0,10,46,44,84,100,92,1
8,95,8,58,61,47,54,0,20,21,0,68,37,100,100,100,1
28,95,100,100,51,97,0,74,16,54,86,42,71,13,1,0,1
14,91,7,55,36,17,4,0,0,51,4,98,52,100,100,97,1
17,100,17,69,60,36,30,0,0,20,0,73,41,91,100,92,1
53,91,100,100,86,100,28,86,58,64,98,32,60,0,0,1,1
32,94,0,57,56,47,59,0,17,4,12,64,42,100,100,95,1
42,80,19,62,51,28,13,0,0,26,11,70,46,100,100,98,1
54,96,60,67,87,34,48,0,14,26,0,72,40,100,100,99,1
27,89,0,64,62,46,54,0,3,1,6,52,31,93,100,100,1
16,100,10,59,57,35,27,0,0,29,2,86,45,96,100,96,1
12,67,42,36,57,4,12,0,0,38,12,73,55,87,100,100,1
28,88,75,100,100,99,51,87,8,70,32,45,47,12,0,0,1
21,89,34,58,62,22,31,0,8,40,0,79,48,96,100,100,1
41,100,0,65,41,43,61,12,6,0,24,47,42,93,100,98,1
100,98,60,100,35,76,39,56,75,52,73,21,39,5,0,0,1
44,99,0,71,48,65,73,32,12,0,5,45,19,96,100,100,1
36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100,1
87,93,59,100,21,86,6,53,69,56,100,31,59,4,0,0,1
20,100,34,63,57,25,23,0,6,39,0,81,48,95,100,95,1
57,96,100,100,81,95,40,85,30,60,57,32,40,3,0,0,1
2,97,13,59,44,34,15,0,6,43,0,86,49,98,100,100,1
28,87,1,56,76,75,67,28,1,0,0,46,18,94,100,100,1
27,90,0,65,55,44,62,5,19,0,24,50,29,95,100,100,1
65,95,28,72,52,33,24,0,0,16,15,59,48,89,100,100,1
32,92,12,66,42,29,18,0,0,24,17,78,56,100,100,97,1
43,98,0,69,57,49,62,7,15,0,17,50,34,95,100,100,1
23,100,19,64,51,32,16,0,0,33,8,84,54,90,100,92,1
100,95,74,100,25,89,17,53,72,45,99,19,53,3,0,0,1
27,95,1,56,41,32,16,0,0,24,12,75,55,93,100,100,1
54,88,24,76,66,51,47,2,0,0,18,48,50,92,100,100,1
27,94,1,63,56,67,64,19,0,0,0,55,21,100,100,100,1
31,81,49,43,38,7,0,0,5,42,25,73,62,90,100,100,1
16,98,75,100,48,94,0,72,55,58,100,33,77,4,18,0,1
37,98,2,64,48,38,17,0,0,26,2,72,38,99,100,100,1
6,100,16,61,81,44,66,0,0,9,0,55,16,96,100,99,1
4,80,3,52,47,54,55,0,10,2,0,80,43,100,100,95,1
30,94,73,100,29,91,6,52,51,46,100,24,45,0,0,14,1
100,89,80,100,41,91,47,63,70,38,77,9,40,0,0,4,1
33,75,68,100,100,98,52,92,37,51,79,35,47,6,0,0,1
15,96,3,61,57,49,42,0,10,13,0,66,44,95,100,100,1
30,100,0,58,23,39,63,14,13,0,24,52,44,96,100,93,1
100,98,59,100,19,86,8,54,42,54,67,28,42,3,0,0,1
42,100,11,71,38,34,17,0,0,26,3,79,50,90,100,85,1
6,77,23,50,31,0,4,13,0,65,22,96,60,100,100,100,1
52,90,100,100,60,92,32,60,79,57,86,22,44,0,0,14,1
2,90,0,63,39,52,60,6,23,0,15,64,43,99,100,100,1
58,90,8,63,37,44,18,0,0,18,4,74,41,100,100,98,1
9,84,4,56,43,26,22,0,0,27,18,67,44,94,100,100,1
34,100,18,63,63,34,34,0,0,15,14,58,40,93,100,89,1
40,85,1,60,43,46,26,2,0,0,9,53,42,89,100,100,1
30,96,0,66,59,46,55,2,10,0,20,48,34,95,100,100,1
100,93,79,92,24,100,0,67,42,44,92,28,67,0,25,2,1
36,80,0,64,37,41,25,0,1,8,7,54,43,88,100,100,1
18,79,30,66,78,36,52,0,10,20,0,61,21,95,100,100,1
11,100,24,67,54,32,39,0,8,29,0,71,43,88,100,90,1
24,96,84,99,100,100,25,93,28,57,93,36,73,0,0,1,1
55,100,13,73,46,41,50,7,0,0,16,56,48,94,100,86,1
100,94,50,100,22,76,30,51,78,44,87,14,48,0,0,5,1
10,91,20,59,83,56,100,13,40,0,3,42,0,82,60,100,1
0,90,22,62,79,45,56,0,22,40,4,93,25,99,100,100,1
37,95,33,68,55,31,18,0,0,35,2,80,46,100,100,94,1
5,81,1,55,29,22,4,0,0,44,16,80,57,95,100,100,1
43,99,21,66,60,32,32,0,0,25,10,75,51,100,100,82,1
15,80,0,48,45,31,51,0,30,36,13,76,46,100,100,99,1
100,98,58,100,23,90,32,60,72,57,69,19,33,0,0,14,1
100,98,60,100,12,99,28,64,73,58,78,21,39,0,0,3,1
35,94,0,66,51,54,48,13,1,0,17,47,35,94,100,100,1
33,95,29,61,71,39,38,0,0,15,10,71,45,98,100,100,1
37,78,8,60,56,34,44,0,0,10,10,55,43,86,100,100,1
100,97,69,100,39,86,59,62,78,36,63,9,30,2,0,0,1
70,91,100,100,61,86,35,60,60,50,64,21,34,0,0,15,1
100,97,62,100,33,86,38,61,72,51,63,21,36,0,0,0,1
100,85,66,100,36,78,50,50,90,36,87,2,44,0,0,4,1
17,100,12,65,55,42,29,0,0,20,8,74,43,98,100,100,1
27,95,18,56,38,23,4,0,0,51,21,91,60,100,100,99,1
39,90,0,69,72,55,69,12,2,0,7,47,22,91,100,100,1
100,100,57,100,29,77,22,54,65,53,61,16,22,0,0,9,1
40,92,100,100,97,94,43,77,57,54,89,27,55,0,0,8,1
47,80,80,97,100,100,59,89,29,63,54,33,40,4,0,0,1
27,84,27,56,74,30,42,0,17,27,0,64,35,94,100,100,1
30,71,20,52,40,12,7,0,0,52,24,84,61,95,100,100,1
17,87,0,65,46,54,63,11,18,0,19,55,33,99,100,100,1
52,77,22,60,62,30,38,0,0,16,8,70,52,86,100,100,1
23,90,43,48,38,0,5,3,0,56,23,86,60,98,100,100,1
29,100,21,58,65,40,61,0,7,12,0,58,29,94,100,97,1
43,93,22,71,43,33,9,0,0,36,9,81,51,100,100,99,1
4,92,4,62,42,32,13,0,2,34,0,72,38,100,100,97,1
50,98,12,61,55,37,17,0,0,25,1,73,35,100,100,98,1
100,100,48,100,9,75,8,52,61,56,85,25,49,0,0,5,1
4,87,17,67,40,34,9,0,0,39,2,84,48,100,100,97,1
33,100,100,99,66,98,7,86,32,65,81,38,66,5,0,0,1
28,85,11,63,82,37,88,0,9,1,0,46,16,88,100,100,1
26,80,23,56,60,24,28,0,0,24,13,68,47,97,100,100,1
62,90,100,100,90,95,54,84,46,55,64,24,35,0,0,4,1
0,85,25,64,63,36,52,0,30,31,13,69,44,98,100,100,1
22,89,0,58,44,32,27,0,1,33,5,84,48,100,100,91,1
40,99,100,87,43,100,30,56,73,44,98,9,38,0,0,31,1
32,92,100,99,100,100,33,88,12,48,81,39,71,6,0,0,1
66,83,100,100,98,98,59,88,29,67,49,38,38,10,0,0,1
62,81,100,100,84,91,40,76,67,64,83,26,46,0,0,9,1
21,85,73,100,100,96,44,87,10,74,62,51,47,0,0,11,1
42,100,34,62,55,29,40,0,0,23,5,55,51,71,100,83,1
41,89,29,61,76,47,49,7,0,0,21,46,51,89,100,100,1
24,95,97,100,22,92,19,55,71,70,100,32,54,0,0,21,1
48,87,100,100,91,93,42,76,64,54,92,28,55,1,0,0,1
100,100,50,97,21,75,44,71,82,56,76,25,47,0,0,5,1
100,100,52,97,23,87,27,58,74,54,78,19,39,0,0,13,1
19,100,0,65,49,36,33,0,1,14,4,67,41,94,100,97,1
20,98,1,64,46,35,30,0,1,24,0,71,43,95,100,100,1
100,95,83,100,29,98,0,66,27,57,75,46,64,12,17,0,1
100,100,62,97,39,73,46,49,84,41,71,14,34,0,0,8,1
29,100,22,63,68,33,24,0,0,24,1,72,40,92,100,94,1
41,83,28,54,100,50,76,12,7,0,0,41,14,84,87,100,1
52,100,100,99,45,92,15,56,57,64,82,38,49,4,0,0,1
42,87,100,100,54,83,12,53,53,62,87,41,56,6,0,0,1
23,75,77,98,100,100,42,88,23,50,84,46,62,10,0,0,1
16,100,0,55,64,39,46,0,12,15,0,63,29,96,100,98,1
42,93,5,61,93,54,100,14,21,0,0,41,14,83,97,100,1
13,87,5,54,40,24,6,0,3,38,0,77,44,95,100,100,1
14,96,77,100,30,99,20,60,66,61,100,32,54,0,0,17,1
100,100,70,100,27,97,5,62,34,58,61,36,41,1,0,0,1
12,91,0,50,65,45,67,0,13,9,4,65,31,100,100,99,1
16,100,6,51,58,34,24,0,3,29,0,81,46,99,100,99,1
9,100,0,62,52,48,45,0,2,13,3,68,37,99,100,100,1
65,87,100,100,73,87,37,74,64,58,67,21,36,0,0,12,1
24,91,22,61,38,25,1,0,0,39,0,78,46,95,100,100,1
100,92,66,100,39,82,42,57,70,38,64,9,32,0,0,8,1
55,92,100,100,73,86,43,59,72,40,89,12,46,0,0,0,1
15,85,9,47,70,44,54,0,9,12,0,68,37,97,100,100,1
14,95,85,100,45,96,9,68,44,57,100,33,59,0,0,16,1
30,86,20,58,68,35,32,0,0,18,16,64,39,100,100,100,1
25,95,18,52,59,29,22,0,0,16,18,66,52,99,100,100,1
100,100,55,98,17,83,0,52,43,61,65,37,44,7,4,0,1
36,84,0,66,84,57,100,18,22,0,5,40,9,86,84,100,1
93,100,63,99,43,85,53,54,100,48,89,23,45,8,0,0,1
5,91,0,49,50,37,17,0,2,35,5,85,40,100,100,100,1
2,74,7,43,62,33,41,0,0,3,4,50,48,79,100,100,1
50,90,33,62,73,32,55,0,27,33,0,66,27,95,100,100,1
47,87,100,100,50,85,17,56,62,60,88,34,52,7,0,0,1
18,95,22,59,73,44,44,0,11,31,0,85,51,100,100,99,1
42,76,79,100,86,89,45,64,60,42,100,20,56,0,0,2,1
100,98,61,100,41,90,28,61,59,61,57,40,29,19,0,0,1
49,81,50,50,85,25,42,0,0,16,15,58,44,91,100,100,1
14,99,8,54,73,46,44,0,0,17,1,81,44,99,100,100,1
43,81,11,69,78,51,100,17,27,0,0,32,14,80,84,100,1
41,82,77,98,100,100,59,90,28,69,54,42,39,13,0,0,1
17,100,8,53,61,47,42,0,3,17,0,80,44,96,100,94,1
32,99,35,63,56,21,17,0,0,36,12,82,54,100,100,83,1
19,77,20,44,36,0,15,7,0,52,8,88,54,99,100,100,1
15,100,0,68,39,37,19,0,1,45,6,89,53,97,100,99,1
100,90,68,100,38,74,28,38,68,43,76,15,39,0,0,8,1
12,89,0,48,64,45,71,0,26,8,6,59,30,100,100,98,1
100,100,51,100,11,81,9,51,57,55,73,22,37,0,0,14,1
34,93,92,100,53,92,0,73,49,61,100,40,86,10,26,0,1
100,100,62,98,28,83,48,57,78,35,67,11,29,4,0,0,1
0,100,16,66,45,34,66,0,39,28,18,62,40,94,100,99,1
89,94,56,100,15,83,34,56,89,54,100,19,55,0,0,10,1
61,88,98,100,100,95,62,89,32,64,56,33,38,3,0,0,1
35,96,12,50,51,38,52,0,0,2,10,53,37,95,100,100,1
23,93,30,64,90,36,59,0,12,12,0,54,13,91,100,100,1
41,96,19,61,66,43,42,2,0,0,18,51,49,89,100,100,1
19,92,0,57,64,39,64,0,5,11,13,62,30,100,100,99,1
100,98,85,99,38,100,26,71,66,56,79,36,40,18,0,0,1
31,95,2,68,64,58,62,10,0,0,10,52,31,100,100,100,1
29,100,19,44,27,0,5,9,0,62,30,88,65,95,100,97,1
59,82,92,100,72,93,32,71,58,42,100,22,58,0,0,2,1
14,94,4,63,43,36,36,0,10,27,0,72,47,92,100,100,1
45,85,93,100,100,98,48,88,7,62,48,48,48,18,0,0,1
29,88,23,57,73,40,51,0,0,13,12,58,42,94,100,100,1
44,89,100,100,91,93,35,79,33,55,73,29,54,0,0,11,1
100,94,54,96,9,100,0,60,43,52,72,24,41,0,13,8,1
21,90,3,52,77,55,62,5,0,0,6,52,14,100,100,100,1
31,79,55,49,70,14,32,0,14,38,0,71,49,86,100,100,1
45,100,14,69,61,42,46,0,0,3,15,50,42,91,100,96,1
38,83,40,53,55,14,11,0,0,30,10,71,52,92,100,100,1
15,72,0,39,57,42,43,0,16,15,11,62,36,93,100,100,1
66,91,100,100,90,89,53,77,29,52,58,30,38,4,0,0,1
1,91,11,49,72,47,53,0,13,12,0,68,36,97,100,100,1
29,94,90,100,43,100,8,70,56,61,100,39,61,11,0,0,1
100,91,63,100,18,89,5,53,42,50,77,32,47,4,0,0,1
32,94,23,68,60,34,33,0,0,26,17,69,41,98,100,100,1
64,92,100,100,85,98,47,80,70,54,82,18,43,0,0,13,1
19,100,0,52,75,73,100,28,27,0,3,46,1,94,92,99,1
7,76,27,45,48,7,8,0,0,40,8,81,52,98,100,100,1
53,86,59,50,52,12,6,0,0,25,18,62,53,89,100,100,1
4,71,29,40,44,0,17,1,0,42,9,80,50,99,100,100,1
51,95,7,60,52,40,19,0,0,26,4,77,38,99,100,100,1
42,79,93,100,89,96,39,78,51,43,100,33,56,3,0,0,1
26,90,17,64,60,34,53,0,20,32,0,73,31,96,100,100,1
40,90,87,100,81,93,39,71,70,46,100,23,52,6,0,0,1
52,100,28,75,63,36,41,0,0,18,16,66,47,99,100,99,1
39,89,37,59,65,29,24,0,6,37,0,80,38,100,100,98,1
100,83,97,100,46,94,46,67,83,42,99,11,51,0,0,3,1
39,94,0,63,66,44,70,1,10,0,15,52,29,99,100,100,1
59,94,20,66,58,46,50,2,0,0,21,49,49,96,100,100,1
24,88,0,46,54,45,20,0,24,55,38,95,51,94,100,100,1
38,100,6,62,44,35,7,0,0,23,9,72,45,98,100,96,1
37,94,53,48,41,6,0,0,4,45,17,90,57,100,100,100,1
22,71,55,44,42,11,0,0,1,37,13,71,53,91,100,100,1
35,96,87,100,74,99,28,77,60,56,100,35,53,9,0,0,1
55,85,100,100,82,94,38,74,90,65,94,36,52,13,0,0,1
25,81,35,52,74,23,28,0,12,35,0,71,25,96,100,100,1
100,97,57,100,26,87,21,51,63,45,75,12,37,0,0,3,1
36,90,79,100,100,98,50,88,32,59,76,37,47,5,0,0,1
46,92,18,64,62,40,28,0,0,9,4,63,28,100,100,98,1
64,99,23,76,61,60,57,21,0,0,9,50,38,94,100,100,1
41,87,0,63,62,62,84,24,8,0,6,44,11,93,100,100,1
18,92,11,56,43,23,21,0,4,37,0,74,47,92,100,100,1
39,95,9,72,63,48,57,9,0,0,19,47,38,92,100,100,1
20,90,0,58,37,52,44,3,0,0,12,64,44,99,100,100,1
41,96,91,100,46,94,5,63,42,48,100,32,63,5,0,0,1
63,85,26,59,64,42,53,0,0,1,22,44,46,87,100,100,1
100,88,72,100,27,88,6,58,34,51,68,37,43,8,0,0,1
17,99,39,72,94,42,65,0,16,25,0,74,27,100,100,99,1
29,95,2,58,44,40,30,0,0,9,16,60,50,91,100,100,1
22,91,24,64,80,38,67,0,0,13,4,57,26,97,100,100,1
54,93,100,100,60,97,26,71,75,59,88,29,48,5,0,0,1
14,92,0,64,66,61,77,7,41,0,23,55,30,95,100,100,1
27,94,0,70,59,55,52,8,0,0,8,53,37,94,100,100,1
6,90,0,52,38,29,8,0,2,34,13,78,52,96,100,100,1
17,82,1,72,40,58,81,28,5,0,0,46,1,93,100,100,1
94,97,56,96,0,100,5,67,58,53,100,27,63,0,11,1,1
25,91,23,61,75,55,57,3,0,0,13,55,28,99,100,100,1
37,100,13,66,52,35,26,0,0,18,17,65,50,96,100,86,1
11,87,20,53,95,53,100,12,29,0,0,42,0,86,71,100,1
33,91,7,71,57,45,52,0,0,6,8,58,28,100,100,97,1
30,82,8,69,36,30,2,0,0,36,14,84,54,100,100,97,1
100,95,52,99,0,100,18,68,70,65,82,28,42,0,1,7,1
68,82,100,100,99,91,68,75,95,48,80,21,41,7,0,0,1
11,100,12,69,60,44,38,0,4,29,0,79,35,99,100,99,1
28,94,42,57,42,18,2,0,0,37,16,78,56,95,100,100,1
29,87,100,100,83,97,10,84,31,63,93,46,66,17,0,0,1
100,84,56,96,2,100,3,58,37,52,78,31,46,0,0,10,1
40,94,0,65,51,39,51,0,11,15,5,63,35,93,100,100,1
66,96,100,100,89,95,51,89,65,52,72,15,37,0,0,1,1
22,82,17,46,42,10,1,0,0,42,14,82,56,94,100,100,1
22,87,25,55,77,43,53,0,11,18,0,69,38,91,100,100,1
8,70,43,50,44,15,10,0,0,37,12,68,55,86,100,100,1
33,86,9,65,75,71,72,25,3,0,0,46,12,93,100,100,1
60,97,4,83,62,44,93,1,12,0,0,46,11,94,100,100,1
54,94,100,100,60,99,25,75,41,58,73,39,44,10,0,0,1
61,97,0,88,57,60,75,16,4,0,2,49,24,98,100,100,1
57,96,0,87,46,65,63,15,7,0,3,39,43,84,100,100,1
70,98,100,100,49,96,25,62,63,53,78,24,39,0,0,5,1
34,89,0,64,47,49,61,8,25,0,33,53,45,100,100,92,1
47,96,13,66,44,34,7,0,0,34,8,83,45,100,100,97,1
57,86,100,100,100,94,56,78,59,45,88,22,47,2,0,0,1
97,94,58,100,30,76,67,58,100,35,84,4,37,0,0,15,1
100,92,79,100,47,89,46,61,68,37,66,9,34,0,0,1,1
100,100,54,99,15,80,20,47,64,56,80,24,46,0,0,2,1
2,81,13,51,61,43,41,0,12,25,0,72,45,91,100,100,1
26,86,0,53,63,40,72,0,29,3,31,49,27,92,100,100,1
20,98,9,55,71,53,70,0,0,5,10,60,24,93,100,100,1
15,91,2,47,67,53,53,4,5,0,0,56,31,91,100,100,1
46,99,0,59,77,45,84,1,24,0,10,48,16,93,100,100,1
8,90,4,58,66,36,44,0,2,19,0,63,25,99,100,100,1
100,88,67,100,31,80,61,55,100,34,95,5,45,3,0,0,1
92,93,73,92,12,100,0,70,49,50,100,27,65,0,5,7,1
29,81,20,63,50,27,15,0,0,33,8,75,46,100,100,91,1
52,100,48,66,91,45,48,10,0,0,20,49,39,98,100,100,1
18,81,27,54,59,19,18,0,0,35,6,83,51,100,100,100,1
48,94,0,73,49,67,79,33,26,0,19,40,21,83,100,100,1
43,82,21,51,35,15,0,0,8,32,30,66,64,85,100,100,1
33,85,25,50,37,14,0,0,6,39,12,75,56,87,100,100,1
19,97,0,69,72,60,85,20,19,0,11,47,26,96,100,100,1
77,95,20,81,43,59,76,19,15,0,0,36,38,85,100,100,1
30,99,0,60,61,43,52,0,15,4,15,53,35,94,100,100,1
19,82,16,48,45,18,11,0,0,44,18,84,58,100,100,95,1
34,95,0,62,42,32,47,0,7,8,13,70,51,100,100,96,1
25,98,0,64,83,72,79,22,12,0,9,51,8,95,100,100,1
61,92,100,100,100,94,62,83,30,60,49,27,36,0,0,6,1
100,98,57,100,23,83,12,47,43,45,77,24,45,1,0,0,1
7,91,6,50,71,40,74,0,12,13,0,56,16,94,100,100,1
53,85,95,100,100,97,58,92,19,72,38,44,39,9,0,0,1
28,96,98,97,87,95,13,100,34,64,100,45,63,0,0,18,1
53,92,100,100,66,94,40,66,49,39,87,18,48,0,0,4,1
56,97,24,69,100,58,96,17,25,0,5,42,0,85,75,100,1
67,96,100,100,43,86,17,51,67,69,91,37,52,7,0,0,1
11,88,0,64,67,52,64,0,0,2,0,57,25,99,100,100,1
21,88,24,41,78,40,53,0,14,20,0,70,44,96,100,100,1
56,94,97,100,49,85,35,54,83,42,100,21,53,2,0,0,1
17,94,5,57,52,30,16,0,0,28,5,72,39,98,100,100,1
36,88,23,59,100,55,92,16,20,0,0,35,8,76,73,100,1
38,100,34,73,100,61,88,17,25,0,0,35,4,82,70,97,1
8,93,96,100,52,95,12,73,35,61,100,39,83,0,0,5,1
100,93,59,100,45,82,45,54,84,45,74,27,37,13,0,0,1
18,82,6,46,56,39,36,0,0,5,11,63,49,95,100,100,1
0,70,23,35,44,0,35,4,6,37,10,74,52,95,100,100,1
33,90,21,49,63,32,27,0,0,14,9,64,52,89,100,100,1
12,96,12,52,62,32,20,0,0,32,4,78,36,99,100,100,1
100,95,75,100,52,80,54,47,83,33,63,9,32,0,0,0,1
100,99,53,100,21,90,0,62,42,62,70,39,55,10,14,0,1
36,86,91,100,61,91,21,65,58,48,100,27,59,4,0,0,1
28,81,44,54,92,34,54,1,0,0,18,45,45,86,100,100,1
83,90,100,100,42,82,9,55,73,62,77,27,32,0,0,13,1
58,81,90,100,100,96,58,86,38,67,67,36,39,0,0,10,1
34,81,30,59,100,51,90,14,22,0,0,43,20,92,90,100,1
63,89,100,100,85,96,39,88,43,64,70,32,40,0,0,9,1
40,87,23,57,44,22,9,0,0,40,5,78,46,100,100,99,1
43,100,30,64,49,28,30,0,0,25,18,59,58,73,100,78,1
100,98,66,100,38,98,32,73,59,60,48,37,24,19,0,0,1
41,91,53,62,95,30,52,0,14,16,0,53,17,87,100,100,1
37,95,7,60,65,60,65,11,0,0,16,50,30,95,100,100,1
100,94,80,100,47,94,37,66,60,56,66,36,34,16,0,0,1
28,100,24,57,49,24,31,0,0,25,24,60,59,83,100,90,1
100,99,60,100,25,85,29,69,65,55,64,25,39,1,0,0,1
100,93,72,100,30,96,0,71,22,64,59,52,50,18,17,0,1
6,91,23,60,73,41,41,0,8,29,0,81,38,96,100,100,1
100,100,74,98,45,76,46,52,83,42,76,12,38,0,0,1,1
28,82,19,54,81,45,55,9,0,0,11,49,37,91,100,100,1
