"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
463,506,-246,1002,-1783,427,1548,1969,863,719,172,813,508,1833,-1649,1266,611,108,1033,235,1
662,1981,2072,1621,903,-38,-173,-734,1538,-195,-99,867,-349,-16,2888,1844,116,1303,2301,56,1
-889,-2508,1287,-1217,416,-2694,407,-536,-3052,-3085,-2102,1699,-2314,-1318,1247,1898,-2215,1247,-4647,1023,0
47,86,302,1698,-108,17,-235,1074,1877,66,1332,2426,-1,336,1098,-1165,294,1686,-16,-117,1
-185,-4294,-456,-3436,621,1409,26,3474,877,-1522,-931,-114,-786,1645,3725,-24,139,144,-1646,-778,0
821,854,783,1332,13,1268,-2546,-2208,2823,868,659,1861,-691,-186,1722,-2041,-372,2557,1385,785,1
97,5688,-642,195,-4629,1978,-624,-1502,-182,-499,1405,-3448,119,1677,5592,2063,-39,494,1565,-1898,0
-472,546,401,792,-377,293,-477,1255,-355,1067,-572,1115,-202,73,924,-32,922,92,316,1352,1
256,767,1702,1152,634,-114,-419,58,-661,811,747,-7,1341,594,478,53,1163,855,23,-1072,1
1098,1805,972,474,954,966,1327,2138,414,1666,-373,-664,475,1019,-883,1003,-235,267,251,2,1
1762,749,-1146,809,136,-78,2588,841,562,116,-282,-13,1584,1061,-392,1152,-1413,-29,-8,37,1
-93,-608,-3357,-249,-1032,639,1212,34,1259,-142,234,529,1151,-128,-357,94,-1046,-148,-1473,-1778,0
-1488,164,27,-598,-99,601,48,2676,79,-596,955,-2872,-2814,-4454,-113,1485,-1155,126,-2677,35,0
-874,51,1479,278,-3575,143,-1248,-789,842,-695,-2573,2394,266,763,2736,-1218,-4115,19,-2791,513,0
1267,483,1138,111,-666,-57,713,2273,11,-455,308,952,3408,1691,2741,1721,845,1296,-72,155,1
68,1726,414,2621,2018,3164,-228,222,538,-193,105,-1085,541,406,1126,6,43,602,-421,1244,1
936,744,646,115,102,279,1483,383,-442,64,38,304,-1578,1031,-1083,1101,463,138,1362,2572,1
-205,-141,-754,97,-1,31,11,2836,1528,-151,1783,109,1552,68,2284,-707,1885,863,733,-499,1
-44,-1188,-409,-56,-19,314,1534,-227,1125,-827,-87,-518,1651,3259,-75,-344,8,2201,972,2176,1
-2911,-128,4418,714,2344,2974,1411,-1567,-3712,-228,-258,-588,-302,1429,3009,1675,1616,-646,-263,-996,0
118,-2094,-3488,-24,139,3951,5391,1181,1238,1318,657,-1512,2699,-1603,3438,361,862,-395,224,-2058,0
-1216,1828,2632,126,481,497,1236,824,1813,-55,696,-799,1753,-643,-3197,-629,-936,873,-321,1767,0
1005,-593,565,799,-134,806,928,-54,-1666,-284,-414,1254,1141,369,-1549,825,-68,-954,1293,-854,1
425,26,62,2117,-1663,752,1235,26,-964,-816,-842,1423,901,-1314,-2029,-1229,1408,72,233,583,1
2228,-2542,-41,917,452,-102,-1991,928,751,-707,3479,-67,1171,29,37,747,-981,1634,56,229,0
-1853,157,1709,62,-1491,319,2411,2592,1384,143,1453,1384,-11,1552,124,341,856,19,-541,403,1
3177,752,1824,-3201,-228,2109,2032,-581,748,1283,-2595,-332,-111,141,1622,972,-2055,2057,-159,143,0
-1581,333,1212,117,-569,-2638,1428,-1304,229,271,-2336,-251,2388,-368,1341,3337,2076,-1572,-13,3045,0
2,-567,-3243,-222,4911,2155,-692,2966,-2023,4257,-1515,-2656,2642,99,-2577,-1378,-4,-387,-1586,-2584,0
-213,-777,-1972,-3185,-4157,-1448,622,-1115,-3148,1898,-71,1192,1876,-3877,-1344,-481,-5407,1531,-1628,-144,0
-338,378,2374,132,884,1209,22,986,1953,-397,557,-462,134,1577,-811,693,-2495,-75,377,16,1
1028,74,1238,337,604,583,332,461,-508,3041,-188,-6,-893,935,-1101,-63,1531,-135,684,-1619,1
-2852,-735,1607,563,171,-602,-2575,743,-2344,166,283,-1019,-105,437,-429,-3507,-304,1267,-516,1908,0
1303,-108,3837,-571,-551,-1029,91,-5319,487,-105,3042,27,3452,-2166,-462,904,1675,-1158,1141,72,0
769,2105,1344,824,-144,-248,-378,-828,42,918,44,1571,-1224,-501,391,452,406,617,611,2449,1
3011,381,518,-1378,1576,754,42,-3032,-816,-1906,3633,-6259,-2743,357,499,-2187,-1703,6811,586,3735,0
1843,-605,221,1025,1361,-629,174,-106,1028,-715,428,826,295,413,1249,-177,102,31,-32,1974,1
3047,-1288,1075,587,-321,-5628,-197,-1818,3326,-1988,-1354,-4279,3069,3062,-1923,-1776,1023,619,-653,117,0
-1644,1222,1038,-1444,35,89,1055,199,-93,1296,597,1892,1361,893,294,48,936,2559,163,-411,1
1895,774,1011,-806,164,-819,2124,-1475,1066,-122,112,195,1,177,78,958,-123,24,-692,941,1
-1991,-873,-5339,317,96,-2571,-3227,-109,-2805,-2855,2122,-811,-1146,-1479,-4506,725,-2593,-519,-1112,-6,0
1867,-1394,1236,-2669,3848,-3277,-1595,546,-654,451,-1525,-478,2323,3621,-17,1516,-137,92,-1412,-2374,0
283,1136,533,95,559,457,946,1098,-291,932,1923,-262,19,1376,505,1211,1804,959,-596,344,1
-323,506,-186,-1694,3519,28,634,3856,1206,364,62,-555,-2811,1051,2004,245,-631,-387,925,3643,0
347,2963,-592,-2763,-1813,-971,1445,3232,-2259,912,-3935,1367,3004,3,147,-2757,73,61,-1294,-25,0
971,24,72,1582,-694,-63,81,174,2824,1323,2298,373,1037,449,-1133,795,121,1899,-436,1028,1
1725,1872,1443,3277,968,855,2825,781,-726,127,-1361,-1813,-57,127,-723,-936,1611,7,-804,-143,1
-299,284,3498,199,-3398,2708,-348,182,-1305,-2335,-2679,-552,2984,-633,-1936,2001,84,1152,741,915,0
356,993,796,178,-934,702,233,-118,-1196,82,1833,1832,2581,-2293,942,-589,-71,8,-611,1388,1
1949,-126,1315,-1123,-686,1862,88,-2116,-1308,129,-4,-759,-62,-1929,1237,-3722,-1138,2884,-968,-1976,0
1734,596,1493,2004,-202,119,-1312,774,202,-46,134,1748,1121,407,1718,595,818,1311,-28,-508,1
212,247,1,-438,858,1218,-1011,775,1934,-348,55,655,121,409,2013,548,219,1126,-401,-1171,1
771,1694,-56,96,88,1614,-607,-1149,422,-1211,896,2189,-456,-1203,373,-119,-27,-185,3948,1093,1
-464,-2696,3244,1813,1224,-1078,2529,175,348,-2326,-1217,-803,-1566,-97,2835,-934,-1919,-2,-983,-116,0
-1887,-306,-561,-55,1763,-738,1525,3138,3339,625,-2371,2981,-1895,-1282,2228,4767,5567,1834,29,483,0
-181,1066,2294,2217,-117,622,1073,166,-1589,-514,-184,172,648,884,1163,46,-632,-82,1064,-1174,1
-817,477,4,1091,-853,2499,776,-1105,1562,-954,-1664,8,464,624,-183,-2458,3792,-944,2887,2154,0
593,-875,1219,-576,-516,159,-963,971,408,-904,298,369,1189,-72,-36,347,266,-444,1571,-299,1
4492,-3486,-2649,-157,2003,2956,-802,-101,1446,166,4258,-2838,-586,-207,-328,-94,633,-534,648,251,0
656,-1023,-2204,228,-2002,224,-368,-1386,-187,-69,-683,5132,-2376,-2161,-728,1622,5504,-937,415,-1043,0
2059,-1361,1341,1298,-2601,581,465,-504,171,38,691,1593,2515,-2317,-1632,-3926,-374,4413,283,462,0
3475,239,1549,432,2198,-1724,-313,-351,-1934,-1638,-3324,-3095,-1019,-156,1169,-1778,6373,2645,-843,1573,0
-1451,-1,-2136,2266,-426,-3015,-4321,-1577,-3225,394,-2088,-1309,-824,-611,-506,-519,-196,-2496,-125,-2325,0
22,1798,-1366,36,-181,766,423,-637,43,-503,2328,546,-336,195,-1268,624,1098,-762,1976,584,1
314,1521,-385,-438,2076,-371,427,-744,-1,743,-1757,-515,-64,-266,172,-158,1686,1298,-1832,3976,1
415,284,-1654,2555,1315,731,-241,2206,324,1174,233,-829,-892,-199,93,711,378,1295,575,76,1
1078,482,766,-656,-574,-652,2453,1919,-569,-237,711,-558,-1084,712,-276,895,1128,-1235,-15,368,1
-1439,-416,2387,-3042,401,-3814,81,-287,-1599,918,2431,1045,1504,-394,449,521,2656,5275,1411,-567,0
-228,226,-932,1098,-1196,544,-1392,109,-234,1177,1565,353,1541,2014,744,-1034,398,1827,-1648,-526,1
-279,-915,-195,-168,-924,195,1507,-1316,47,744,173,-244,1332,1414,1139,-74,-282,84,382,813,1
-72,-2731,-657,-83,946,-254,2565,2595,497,644,-783,906,941,799,628,-231,34,-91,-987,764,1
-566,2894,613,-1129,-257,-6,304,-975,-932,-2578,-1071,-1059,212,1118,163,-3057,1149,-2034,635,-2389,0
957,1188,22,743,-854,2488,-3367,414,-378,3398,4452,-1568,2543,1392,1031,273,-2102,-3321,-171,-1182,0
-3081,65,-2282,-2923,-431,262,139,-1388,-1132,1222,-332,-1124,-468,-1139,1092,-1052,3712,-1756,-4061,5,0
645,-317,2,2238,3859,-418,1341,201,-1459,489,678,-1505,-4393,-535,-3144,1291,-286,-33,1821,1553,0
-1212,-1836,1142,2034,-5254,2933,3298,3805,-1759,-1231,167,92,722,-263,-2998,1592,-2191,2725,-2541,-2654,0
-6,-2786,2932,2085,434,-2498,315,-1484,1092,194,-3134,564,-1056,465,-1402,3176,-66,2652,188,2178,0
-96,-676,-347,-1344,1302,216,2411,-598,-861,3008,1283,-2266,886,-2006,1197,59,-701,766,753,-862,0
1608,-978,4023,-272,1543,-1034,-828,-3429,404,636,-2197,1672,-108,-2374,2076,1,-812,-4215,-2864,-1547,0
-1266,-883,524,609,189,2951,-214,45,1546,-1064,1375,367,2009,424,137,703,1321,28,-1052,608,1
1155,233,195,1411,91,1539,1602,-484,-1332,-674,66,-75,231,-77,2089,2444,158,626,-404,998,1
-88,705,-559,-1547,-1276,482,-2788,-985,3658,972,2101,1981,-2135,1694,-1037,2168,1,-3301,-1334,1355,0
958,146,2254,1735,1003,-1337,-617,1133,-2141,2358,-226,2399,778,201,-681,-872,96,2294,768,-29,1
-187,-5,-1107,-1897,-663,1531,-3313,-2781,-1254,-507,-1642,1342,1504,-1769,494,-1357,1461,-2133,134,-1445,0
-659,-1515,-861,1734,-95,1777,-4921,1768,-716,405,-1392,2235,-2807,-505,-2281,-3019,13,692,2511,-65,0
2346,-158,-3762,387,2673,1678,991,-1734,-1641,-867,-126,1481,-1119,-1096,-861,-206,-2002,-2158,-3038,-67,0
1769,168,1793,1515,209,982,2021,128,519,1223,198,387,-901,48,498,124,-761,1958,-72,-463,1
228,-1244,-24,-524,-988,-529,325,1895,338,587,721,2047,166,598,-444,-382,86,-2,1273,-795,1
-1815,1094,305,832,2512,-156,825,1539,-1449,-1774,-1676,936,-146,521,-2574,-2596,-3218,25,-1669,-905,0
-1544,3187,2558,626,-681,2327,-881,-1033,33,-2458,-981,-636,344,-3949,-36,-323,-2454,647,2109,3048,0
-599,-753,1428,-498,3186,-775,1861,31,12,1626,-76,-529,2041,-13,1287,87,165,-976,2,93,1
63,-422,-1692,1125,-341,716,-188,1279,478,-921,495,343,-749,-1079,1481,486,-934,4,1664,513,1
-633,1866,1872,71,437,2183,-293,-581,1248,1352,-522,656,1496,2235,-57,2,574,1082,1903,1439,1
635,-282,1052,1377,-1902,-64,94,16,2893,785,448,1444,-476,-919,1304,-1008,-459,1254,1031,-1084,1
33,-356,-407,1756,205,-126,-776,767,143,2051,2261,1603,-178,1022,674,-106,1841,-81,-754,631,1
-3609,-1151,-1515,-216,-381,-753,-1519,157,4436,-16,-1588,1258,2555,-416,401,-1448,333,872,-142,3973,0
392,457,1614,82,211,-726,92,-5,-1199,2111,191,95,-16,1895,1444,563,-803,425,617,25,1
1276,-1133,134,1857,629,362,-322,-861,978,-264,721,2158,-1622,988,653,1028,1188,-828,62,248,1
145,648,1786,-2969,1535,-2094,-1782,-1266,717,-2,-2615,3395,-111,2057,3463,1881,689,-1976,2028,194,0
717,206,-1903,2492,2787,-1069,-365,1118,-525,152,1841,-532,-4845,-209,1718,3218,-1373,-1559,-228,-2437,0
1853,854,225,345,-1388,59,1169,1219,-688,304,488,-684,643,741,-464,-528,605,793,539,-524,1
-1074,3647,2652,-226,-1074,-2349,5838,-1365,-1947,-1148,-2339,675,104,2681,-582,1131,-1854,-1023,1924,-2767,0
61,753,106,1643,388,1886,1208,2195,1198,843,-572,525,37,722,-972,377,2655,176,786,-457,1
476,-1166,1913,-4223,1539,1104,848,-623,2177,-2484,1126,-2751,-904,-444,-1773,26,-2309,1347,887,-1638,0
514,728,-902,-1653,402,-328,-2548,432,27,-1811,269,-43,-2275,-3545,868,-374,321,-197,233,2627,0
-1168,-22,742,584,7,251,-138,342,31,621,487,306,537,-135,1809,349,-286,1131,938,117,1
1516,55,-2451,1274,-451,-2303,-2529,-2745,-2989,-1988,-128,-3584,-178,254,2146,-1302,1006,2492,-943,-2544,0
63,517,1798,172,-1249,1206,-114,121,546,1409,304,-1074,-556,21,1378,-732,697,1539,-468,1033,1
-634,832,792,-575,-1011,108,1809,1008,-721,715,-635,257,863,598,921,59,-761,-25,1798,-238,1
753,-1102,1321,-1032,-84,1056,-261,564,673,-34,1346,1304,2254,862,-567,846,1398,-1046,741,-1,1
-594,-125,1147,91,87,189,129,-4136,-56,-1854,-2938,-1197,443,942,4209,4718,-1154,448,-761,-595,0
269,-301,1653,-592,748,24,-1172,-201,-764,-2189,-5604,-215,-6831,-2437,-2076,-3498,1766,-2616,-1712,-1657,0
-1159,471,172,-3456,214,-4022,1262,-4183,1804,-1058,-36,1085,538,2051,-3308,2051,-444,-406,407,-327,0
869,259,-784,-482,-93,1528,334,116,902,1431,1452,7,-949,-99,1012,753,-278,1509,96,1382,1
1002,25,457,1512,218,1051,117,-81,-69,-1106,641,-2163,376,-1684,-1679,-332,-3713,-1386,-5332,-992,0
-569,-207,-2375,357,1325,-973,-1591,-257,-595,437,-504,1,-2011,222,-5203,5053,-1048,-2876,1664,-1036,0
-205,-1374,511,876,741,-2206,2541,1247,1087,-1585,-3685,2255,-1583,-84,1223,-278,206,-1304,-258,-559,0
-2014,-2203,-97,-429,-1414,3079,4261,24,-157,-1403,6638,462,1456,-1714,-2172,-1752,-73,-32,-23,881,0
1193,-836,738,178,1382,1264,2134,-1853,289,867,-238,648,506,993,-216,1872,-13,74,-249,-1085,1
-3704,3466,-1852,379,-1881,379,-1568,2504,1714,-97,-1043,4036,2338,-3046,-792,196,1678,2589,2311,-3406,0
-194,21,-1044,-4,1268,74,-134,431,117,582,324,171,2942,-721,-1318,-1362,785,589,1777,1126,1
1258,176,-744,1358,-1322,-299,-1662,-2014,102,1614,-2608,1561,-1454,-1172,-262,712,1011,2082,-2535,794,0
2277,12,977,-1524,1068,3976,-972,1263,1004,-3673,894,1148,63,-292,-486,-2768,-2471,117,-2893,-954,0
2463,296,-116,881,702,668,1296,2232,-573,2026,58,39,1743,1329,-479,-58,-221,23,-213,-728,1
298,2096,196,-309,-94,-554,1956,-1181,-135,777,939,872,472,198,113,1672,2216,2691,754,-178,1
-366,818,-3947,-306,-2764,1098,943,-661,-948,-2721,-216,-402,-1598,-2713,-851,473,2631,-984,-1699,-494,0
1054,-966,-397,-1402,842,1645,-666,-73,8,-146,358,961,-922,578,2014,-44,-656,1589,569,902,1
154,-673,852,648,-314,-586,1987,1195,-2404,1562,1209,26,-2578,-22,352,3162,-289,1217,-96,-1217,0
-3019,-2645,1779,-704,14,-456,-215,-3405,-1937,1521,3216,567,3755,447,772,25,1547,-92,2761,2695,0
3206,-751,-1276,-486,2896,3115,-3215,-3142,-126,-3339,1588,-1531,-384,-4137,718,-776,-253,-3331,-3383,-277,0
-248,1331,-1314,-1693,304,-218,-2478,-3724,1983,437,582,2056,-1504,-2875,-1912,-1343,-4713,-1239,74,2707,0
-1296,551,1167,3817,-579,-101,1954,-2453,-618,192,-158,1814,-1808,-1206,-4376,2377,-1872,1958,-1932,-4781,0
2063,-53,555,-405,1156,1696,257,2038,234,77,1058,1355,1096,52,557,1436,1308,-1202,884,589,1
409,1758,-298,-254,1077,-1028,-187,858,-1059,67,-1715,-264,227,139,68,2187,876,1631,1902,882,1
1579,-712,32,1288,1548,-1069,189,-236,1691,385,47,506,-981,-188,2498,121,-228,2048,1971,242,1
253,1622,201,2,-124,398,674,1746,349,-777,171,462,2605,-1436,185,1285,-147,-85,35,1042,1
-1329,3338,-1318,-665,-1377,-3491,464,1518,-2393,-2473,3868,1435,56,-946,13,556,1468,-2009,-316,-823,0
136,-1773,1441,-267,1042,1689,-285,-135,-2671,2126,693,1157,-641,3274,-305,344,1342,-3209,2085,265,0
1339,51,-442,1117,-1434,-1032,-621,1092,-54,783,2582,-164,689,-834,-1711,1647,988,423,-1208,-1334,1
184,295,-972,51,-101,909,967,-362,3051,-365,881,1989,-1066,-86,1316,696,-259,2134,439,1626,1
-1955,317,636,-1288,4082,-2859,-2543,911,2656,103,281,1163,-633,527,-234,-17,-131,627,-1731,-276,0
1307,2936,388,395,1746,101,1872,2,455,1148,104,2813,299,242,1474,-472,961,228,825,-15,1
341,1484,-203,2864,272,297,894,-1896,-1185,2855,438,-1108,1136,-2696,4278,2288,-2724,-607,-2223,215,0
-371,402,23,544,-196,-935,-449,946,241,2136,1409,1779,162,17,1368,976,2647,-311,34,866,1
861,-1172,-2398,4835,-467,-1296,-1621,2458,-2326,3206,-1283,1641,1779,529,-869,2934,1266,2167,-757,-1156,0
1925,25,346,2549,397,965,-2394,822,-1362,2455,374,-189,-141,3534,53,-102,199,141,-1127,-3745,0
-1858,-1869,3315,-948,-1946,-123,-818,236,696,-5041,-2021,1034,451,1729,2707,2695,-21,1116,176,-1589,0
1782,1284,74,-763,19,118,503,1186,-357,1258,-736,1038,515,756,-86,164,-66,541,74,-552,1
-157,-131,7611,537,-803,-2434,1829,-1474,1621,-1982,-1281,167,228,-1864,457,1648,-867,-3186,1505,-4246,0
667,16,1406,2447,-12,469,2003,2172,-1928,1158,106,492,404,-98,-304,835,-239,-177,608,-192,1
3881,-449,1724,-136,4033,299,-1601,-156,284,3633,-2209,1248,84,784,-1101,-2179,347,2869,-213,4,0
143,-94,938,1486,-411,-584,-213,441,-329,456,957,-457,113,186,1419,1228,677,963,1025,203,1
418,92,2646,-594,242,-237,326,513,-501,517,3458,46,1749,1078,681,218,257,1874,523,182,1
-6,-152,4053,-2883,2101,1781,1413,-6211,-3391,-373,704,742,103,-325,-26,5517,1874,174,141,359,0
-1376,2441,219,-707,1005,-444,-252,-615,1757,-2015,-1839,-3169,28,3186,-1748,279,1237,-191,1037,-691,0
1003,1565,78,582,6,511,598,98,496,-678,82,48,-1194,929,434,239,404,857,868,2231,1
2372,113,3715,1455,-2103,3827,5525,282,1183,-1734,3122,665,517,-372,-1063,1676,144,-1796,-2031,757,0
-2279,-49,-1427,-3165,-3012,-132,-332,-4129,-5166,-1958,-2868,3499,-2673,3,287,176,546,1326,145,-105,0
1617,-238,374,-1415,952,102,535,832,-133,-175,1299,-908,-673,-32,1358,404,279,-27,-385,1217,1
342,741,154,1102,-1354,469,2924,1414,-1915,-1708,732,602,1944,-1807,1174,58,1235,-1482,-585,1845,1
1324,-556,772,779,-311,93,-17,-471,1718,-81,2191,-1164,-89,1554,577,928,122,1193,2323,-605,1
-85,-1,933,1955,946,212,1088,-361,577,469,996,1743,1957,174,1803,-164,947,5,-1597,1303,1
-778,1442,491,-887,563,1157,1229,-8,1371,34,3407,1039,1078,641,-8,381,197,-609,2073,-195,1
513,-556,1444,1067,-1028,-162,25,1586,1603,1924,863,1736,-823,-147,356,-347,244,-32,1137,-39,1
-2289,714,47,2861,-348,5011,214,-138,-648,1992,1331,1742,2574,4158,658,-13,3548,-224,-618,128,0
32,715,551,-12,1221,47,-654,1021,2744,871,362,-534,786,2004,1285,186,41,724,-1326,-117,1
-324,-1015,1088,-169,-24,1321,-1291,1096,-941,-1065,-113,2015,702,-417,574,-1668,-1488,-2724,651,2322,0
1406,1013,146,299,84,1628,1583,494,1542,587,271,1678,-63,735,-73,2362,1135,-163,1281,643,1
1042,2438,-505,934,-45,792,231,346,1373,355,986,239,573,1233,1003,293,-946,1637,1306,2225,1
-17,-132,1641,235,183,927,-514,-249,-17,-97,592,112,-592,-1333,-1048,379,-716,855,553,2264,1
-3449,-3548,1049,1433,-253,4736,5172,911,-718,1186,1918,-862,1467,2661,504,2,355,286,-2642,-1653,0
2296,3022,-3412,59,16,2094,-4005,-523,416,-3273,484,-974,-447,-174,-2149,55,-2825,2074,78,1093,0
334,798,-18,-414,-1195,2994,-1,-3515,1618,-1884,-609,2214,-2379,78,-405,-974,2204,-31,-753,-185,0
673,-69,1013,-467,1274,1534,1907,-458,-794,-909,2192,-247,162,-881,285,416,-161,-337,1243,603,1
392,116,-1145,-914,-173,65,482,756,223,588,1571,1499,-693,352,-363,759,-1349,905,898,99,1
1759,1037,-74,-1031,1343,88,-1376,887,36,289,639,-954,138,1125,1641,1008,-148,1037,-1,-906,1
-217,-52,1343,1972,2189,1014,1072,152,1524,1423,543,-684,545,1355,1871,2083,-4,-303,-1658,-82,1
-181,207,-11,1782,146,22,-724,1536,477,802,904,1982,1893,1435,258,172,408,2162,536,204,1
17,213,2975,-843,39,-2973,1792,383,1596,1894,21,171,515,312,-94,883,1079,-1349,-1822,262,0
-3518,326,-1562,282,-2672,-291,-2588,1968,2541,2044,-656,-715,-1167,-2727,836,-242,569,1202,-2068,-2197,0
22,712,-39,1478,426,1549,1104,-322,265,-274,-514,666,-193,-285,236,774,-1004,-2,36,299,1
181,-1404,-993,832,344,302,2677,714,1196,2533,2604,524,-1942,-1492,2089,873,-565,2391,-141,-526,0
1703,304,-4497,-194,-443,403,-4,417,1519,1126,-142,207,1297,-5866,1312,-579,-412,3781,638,-1449,0
-516,1043,2989,-444,694,1373,756,-458,1182,1032,-614,-1086,888,-272,-629,-146,-244,1439,-1524,1559,1
936,224,-1518,16,642,279,81,-417,127,1211,-34,1965,-196,1071,1433,607,842,861,522,1274,1
-6,1043,-1769,1427,412,258,943,31,991,1083,2212,692,-1482,225,-1138,1918,-622,104,946,1287,1
104,1827,-269,-4448,-2973,-218,317,-908,-1386,-2656,-1656,-4256,2547,-898,-3359,2376,-644,-4699,1423,1597,0
-3995,444,-428,807,-128,-735,733,0,579,1594,1774,-925,772,1286,437,1099,-1231,135,-7,-818,0
692,1484,158,1568,197,572,1812,-409,137,1536,1994,2074,1753,92,1064,351,2331,-218,-64,-247,1
1329,1942,27,-238,-644,2415,-1546,2031,1637,975,-305,1668,4837,-117,-442,-21,-596,-3756,-109,24,0
317,1949,2582,435,-1046,-1581,171,-296,-2331,48,-4905,364,-5459,-1615,1721,-1873,-1654,202,-391,-1134,0
1553,-1511,-2043,1635,-125,-43,969,1645,-17,1896,1415,-246,-234,1551,-156,-1129,-391,-1142,599,198,1
424,257,-514,1355,1293,215,2152,-292,115,-367,471,1781,42,932,1284,379,516,624,-27,966,1
318,-3874,255,2241,2026,-3899,-2887,-105,39,211,2767,-856,1413,-47,-475,-1441,-4307,-1214,-3076,665,0
1423,217,1697,1011,-272,-1579,-32,295,305,756,174,51,41,1548,1246,-1204,1853,214,1246,13,1
329,-318,152,-1038,905,1665,-36,41,-1632,1108,377,405,157,-911,228,795,767,-406,-314,1592,1
-1764,-7,1551,149,-8,-208,46,178,-62,2235,1259,298,354,-676,2456,707,-28,-667,-469,43,1
1389,24,-362,-134,-1024,118,-3508,1954,4612,1064,-252,839,-137,59,244,-3438,-961,-24,3485,4588,0
-2934,352,3037,-641,-1577,-2608,984,-268,373,486,-64,1419,-2287,1029,1287,-1109,946,-1759,-2151,-176,0
-197,239,-174,105,94,181,-2946,486,1869,-1201,1101,-2745,6,-54,-1808,295,2175,-1597,2987,248,0
-5776,299,-1976,-822,-259,-895,-3044,-868,-1538,-371,3192,-236,1038,-3303,77,101,3582,3542,-187,1345,0
2,-1874,1428,191,-3233,-3961,4445,3708,-1085,-13,-1584,-214,1496,-3585,2753,-1246,4111,1947,-5048,-3556,0
1531,158,-5574,612,-2058,122,-4262,914,295,-2383,1136,-29,-726,1409,-1748,1945,7,-1397,67,57,0
21,-2224,-972,76,2402,145,-8,-806,6169,1046,2495,-796,-1649,646,-1219,499,-3251,-809,-222,-443,0
1178,-1294,444,26,-1518,433,1313,818,-181,-448,-973,-164,426,-2806,-878,1066,1591,2378,231,633,1
119,-807,555,0,2124,-1555,1839,1662,2321,1364,634,163,1427,1578,1185,436,423,95,6,987,1
-148,-1069,1452,1846,-157,228,-16,-1143,-1068,988,-322,379,3317,-14,1058,1909,1229,529,2404,1406,1
-1331,495,-1422,-88,985,1452,1793,913,2057,-1098,397,919,-1346,369,1451,2116,1444,344,1521,-1592,1
567,-31,-96,-714,-2125,-1502,-3278,932,-173,3353,7208,-2934,-2791,1665,2193,-79,2926,-2391,5089,716,0
2915,-1816,3792,-179,-4951,-766,-561,-719,-384,-1863,-2461,8,1759,2223,-3767,-1769,1022,-3405,-128,16,0
-1506,2589,-135,-1336,-1101,-2021,178,-3175,-122,528,979,-3362,736,-945,3545,-3258,-87,-3078,5,-3579,0
2095,-1632,-1578,-316,-119,-905,-68,-292,-948,-488,614,-125,1895,-28,-3884,2377,-1267,3578,204,325,0
1861,1766,564,-423,-249,-2008,1502,535,-352,19,-1139,222,-1012,-142,2148,689,-577,1264,-52,-931,1
1167,-118,-1487,-1138,-1715,2021,-2122,-632,1064,394,1462,4152,212,209,-2345,-1832,-3562,-2528,972,-2754,0
-334,-402,513,397,1564,1397,3281,5,-142,3102,-671,1326,664,-21,-1587,847,1683,1136,37,2716,1
1427,2618,1244,822,686,-1551,-1008,877,-1326,3225,907,1781,1143,637,18,1067,-2582,1024,218,-875,1
-901,959,1325,723,1634,208,-878,921,89,1976,145,-1004,916,-257,435,1008,648,387,707,853,1
-177,-54,24,-1545,-3702,696,2429,2916,-3596,454,1964,-2441,1696,-954,-1036,192,-227,-2067,-1885,-159,0
314,-2019,-5022,73,2043,-1346,-1517,-3797,-1913,1949,-1527,3702,639,2033,291,-4046,-3761,-5148,1349,-1783,0
23,-1172,-721,-373,-31,-1162,-602,276,-1422,1139,198,16,1882,-324,456,1509,1391,303,-219,-1296,1
548,1959,-1604,-1443,3668,1283,1614,-1699,-175,-2286,3003,-314,661,559,-1749,-397,2985,-1417,664,-656,0
-204,-545,221,-1962,-661,-453,-476,-1452,644,1752,1184,2032,987,1849,1282,111,-759,-1315,656,1024,1
-1461,976,45,851,1258,-99,-2586,872,821,2584,-209,766,261,-114,225,-13,-1075,1559,-784,3979,0
-77,-1081,2206,2496,945,-412,-881,614,36,1192,1048,-159,424,538,44,1503,1372,1889,1936,556,1
3788,1234,312,-722,-2086,2713,-109,923,1036,2812,-276,3461,-1784,-1333,1781,-127,242,708,-117,1446,0
-1761,2389,2325,-269,-1225,969,177,3297,828,-1711,1499,-16,-163,-231,-175,-2504,-2134,-1675,36,684,0
632,-76,-206,862,534,682,-1346,-1755,-289,-17,2346,-284,363,-1665,-912,709,-625,-1157,-1421,2548,1
-979,563,-516,419,-921,-524,423,-4879,-152,126,791,1442,-1538,-2515,-2046,-1179,781,-134,1013,-2451,0
273,41,979,-95,-2,343,1288,1771,902,75,-366,-17,703,2514,673,121,1481,869,2279,-1294,1
969,-491,-216,652,602,909,199,846,1921,855,688,1289,194,1752,-246,-44,168,785,157,198,1
-413,644,2761,-11,119,7,-185,-519,-1481,-612,299,-841,971,594,288,-1618,998,536,1374,-306,1
78,432,675,-397,1052,-548,354,-509,466,159,146,533,764,42,-506,1092,681,-934,2132,-534,1
-3504,-28,1347,-409,168,2497,41,-5399,-5047,28,-1396,1749,3294,26,221,3817,121,2692,-343,1812,0
1087,-15,2,1882,-963,1728,-2686,-1972,558,307,1785,183,-7096,-2345,74,-689,394,1875,116,26,0
