"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y"
1720,"32","1","3","4","1","1","2","2","1","1"
1769,"45","1","3","10","1","1","3","4","0","1"
1771,"40","2","4","8","1","1","3","3","0","1"
1772,"29","4","4","0","1","0","1","4","0","1"
1774,"26","2","4","0","1","0","1","2","0","1"
1775,"26","4","4","0","1","0","1","4","0","1"
1776,"31","4","4","0","1","0","1","4","0","1"
1777,"40","3","4","8","1","1","3","3","0","1"
1778,"34","4","4","1","0","0","2","3","0","1"
1779,"36","2","4","5","1","1","2","3","0","1"
1780,"37","3","4","7","1","1","2","1","0","1"
1782,"25","4","4","1","1","0","3","3","0","1"
1783,"29","2","3","1","1","1","1","1","0","1"
1786,"19","2","3","0","1","0","2","2","0","1"
1787,"45","4","4","1","1","0","3","3","0","1"
1788,"44","3","4","1","1","1","1","3","0","1"
1789,"20","2","3","1","0","1","3","2","0","1"
1790,"43","1","3","2","1","0","2","2","1","1"
1792,"47","4","4","1","1","0","1","3","0","1"
1793,"41","4","4","2","1","1","1","4","0","1"
1794,"44","4","4","3","1","1","2","4","0","1"
1795,"21","1","3","4","1","1","3","2","0","1"
1797,"45","1","4","5","1","1","1","2","1","1"
1798,"34","4","4","4","1","1","2","3","0","1"
1800,"45","2","4","2","1","0","2","4","0","1"
1802,"34","4","4","2","1","0","1","4","0","1"
1804,"44","1","1","11","1","1","4","1","1","1"
1805,"36","3","4","6","1","1","2","4","0","1"
1806,"36","2","4","2","1","0","2","4","0","1"
1807,"34","2","3","3","1","0","3","2","0","1"
1808,"40","3","3","1","0","1","3","4","0","1"
1809,"27","3","4","2","1","0","2","2","0","1"
1810,"22","2","3","1","1","1","3","3","0","1"
1811,"45","1","3","1","1","1","2","3","1","1"
1813,"28","3","4","0","1","1","3","2","0","1"
1814,"21","3","4","0","1","0","3","1","0","1"
1815,"24","4","4","1","1","1","3","3","0","1"
1816,"40","3","3","4","1","1","2","2","0","1"
1818,"46","3","2","11","1","0","2","2","1","1"
1819,"33","4","4","5","1","1","3","3","0","1"
1820,"44","1","2","7","1","1","3","4","0","1"
1822,"47","2","1","5","0","1","2","4","0","1"
1824,"24","4","4","1","1","1","2","2","0","1"
1825,"49","3","4","6","1","1","1","4","0","1"
1826,"47","4","4","2","1","1","1","4","0","1"
1828,"24","2","4","2","1","1","3","4","0","1"
1829,"23","4","4","1","1","0","2","4","0","1"
1830,"47","3","4","3","1","1","2","3","0","1"
1831,"36","3","3","2","1","0","2","4","0","1"
1832,"25","1","4","2","1","0","3","3","1","1"
1833,"30","3","3","5","1","0","3","4","0","1"
1834,"40","4","4","3","0","1","3","4","0","1"
1835,"44","1","3","4","1","1","3","3","1","1"
1836,"49","4","4","4","1","1","3","4","0","1"
1837,"28","3","4","3","1","1","2","1","0","1"
1838,"30","2","3","4","1","0","3","2","0","1"
1839,"25","2","2","3","1","1","3","3","0","1"
1840,"22","2","4","4","1","1","3","4","0","1"
1844,"40","3","3","3","1","1","2","2","1","1"
1845,"32","2","4","5","1","1","2","3","0","1"
1846,"38","2","4","5","0","1","2","2","0","1"
1847,"33","4","4","5","1","1","3","4","0","1"
1848,"25","3","3","0","1","1","3","4","0","1"
1966,"41","3","2","11","1","1","2","3","0","1"
1967,"23","2","2","2","1","1","3","3","0","1"
1968,"26","2","4","3","1","1","3","4","0","1"
1969,"29","3","4","4","1","1","1","4","0","1"
1970,"35","4","4","1","1","1","1","3","0","1"
1971,"32","2","3","1","1","1","3","3","0","1"
1972,"27","1","2","4","1","1","1","4","1","1"
1975,"28","3","4","1","0","1","2","2","0","1"
1976,"43","4","4","6","1","1","1","3","0","1"
1978,"22","4","4","0","1","0","2","4","0","1"
1979,"43","1","2","8","1","1","2","2","1","1"
1980,"46","1","4","8","1","1","1","4","1","1"
1982,"47","1","4","7","1","1","2","3","0","1"
1983,"48","3","4","5","1","1","2","3","0","1"
1984,"45","3","4","0","1","1","1","3","0","1"
1985,"36","2","1","6","1","1","2","3","0","1"
1986,"28","1","4","0","1","0","4","1","0","1"
1987,"38","1","2","6","1","1","2","1","1","1"
1988,"25","1","3","1","1","1","4","2","0","1"
1989,"22","4","4","0","1","1","2","1","1","1"
1990,"45","3","4","0","1","1","1","3","0","1"
1991,"35","4","4","3","1","1","1","4","0","1"
1993,"21","4","4","1","1","1","3","4","0","1"
1995,"43","4","4","5","1","1","1","3","0","1"
1996,"26","3","4","1","0","1","2","2","0","1"
1997,"47","2","3","12","1","1","3","1","0","1"
1998,"22","2","4","1","1","1","3","4","0","1"
1999,"33","4","4","3","0","0","1","3","0","1"
2000,"45","4","4","1","1","0","1","4","0","1"
2002,"31","3","3","2","1","0","3","3","0","1"
2003,"47","3","2","5","1","1","4","4","0","1"
2004,"48","3","4","8","1","1","3","3","0","1"
2005,"22","3","3","2","1","1","2","4","0","1"
2006,"29","3","4","1","0","1","2","3","0","1"
2008,"28","4","4","3","0","0","1","4","0","1"
2009,"47","4","4","1","1","1","1","4","0","1"
2066,"39","2","1","5","1","1","2","1","1","1"
2067,"48","4","4","5","1","1","1","4","0","1"
2069,"43","1","2","8","1","1","2","4","0","1"
2070,"33","2","2","2","1","1","3","1","0","1"
2071,"24","2","3","1","1","1","3","3","0","1"
2072,"43","1","2","8","1","0","3","1","0","1"
2073,"28","2","2","1","1","1","3","2","0","1"
2074,"27","2","4","1","1","0","1","3","0","1"
2076,"47","2","3","4","1","1","2","3","0","1"
2077,"48","2","3","8","1","1","1","4","0","1"
2078,"21","3","4","1","1","1","2","3","0","1"
2080,"33","4","4","2","1","1","1","4","0","1"
2081,"25","4","4","1","1","1","1","3","0","1"
2082,"38","2","2","1","1","0","3","2","0","1"
2083,"41","2","3","1","1","0","2","3","0","1"
2084,"27","2","3","5","1","1","2","1","0","1"
2085,"27","1","2","4","1","1","3","1","1","1"
2086,"27","2","4","3","1","0","3","2","0","1"
2087,"29","2","3","2","1","1","3","1","0","1"
2088,"26","2","3","3","1","1","3","1","0","1"
2089,"32","3","3","7","1","0","2","3","0","1"
2090,"31","2","2","4","1","1","3","3","0","1"
2091,"37","4","4","1","1","1","1","4","0","1"
2092,"20","4","4","1","1","1","1","4","0","1"
2093,"30","4","4","0","0","0","3","3","0","1"
2094,"32","4","4","1","1","0","1","3","0","1"
2095,"44","3","4","2","1","1","1","4","1","1"
2096,"47","1","1","7","1","1","2","3","1","1"
2097,"32","2","4","4","1","1","3","2","0","1"
2099,"44","1","3","0","1","1","2","3","0","1"
2100,"22","4","4","0","1","1","2","4","0","1"
2101,"47","4","4","4","1","1","1","4","0","1"
2102,"49","2","2","8","1","0","3","1","0","1"
2104,"18","3","4","0","1","0","3","1","0","1"
2107,"37","3","3","2","1","1","1","4","0","1"
2108,"26","2","4","1","1","1","1","3","0","1"
2109,"20","3","3","1","1","1","2","3","0","1"
2110,"19","3","4","1","1","1","2","3","0","1"
2112,"34","4","4","3","0","1","1","2","0","1"
2113,"48","1","3","4","1","1","3","3","1","1"
2114,"38","3","4","2","0","1","2","4","0","1"
2115,"44","2","2","1","1","0","3","2","0","1"
2116,"44","3","4","6","1","1","3","4","0","1"
2120,"28","4","4","3","0","1","1","4","0","1"
2121,"27","4","4","1","0","1","3","4","0","1"
2123,"42","3","3","8","1","1","4","3","0","1"
2124,"23","4","4","0","0","1","2","4","0","1"
2125,"33","4","4","1","0","0","3","4","0","1"
2126,"19","2","2","2","1","1","3","1","0","1"
2128,"27","2","2","1","1","0","3","2","1","1"
2129,"23","2","4","2","1","1","1","4","0","1"
2130,"18","3","4","1","1","1","3","1","0","1"
2131,"30","2","3","2","1","0","2","4","0","1"
2132,"29","3","2","0","1","1","2","2","0","1"
2133,"20","2","3","3","1","1","3","4","0","1"
2134,"37","2","3","4","1","1","2","3","0","1"
2135,"37","2","3","2","0","0","3","3","0","1"
2137,"33","4","4","0","1","0","3","3","0","1"
2140,"40","2","2","8","1","1","2","2","0","1"
2257,"25","4","4","0","1","0","3","4","0","1"
2258,"42","2","3","2","1","1","1","4","0","1"
2260,"27","4","4","1","0","0","2","4","0","1"
2261,"40","2","2","8","1","1","1","3","0","1"
2264,"44","1","4","9","1","1","1","2","0","1"
2265,"25","4","4","1","1","1","1","4","0","1"
2266,"27","3","4","2","1","1","1","3","0","1"
2267,"30","1","1","7","1","1","2","3","0","1"
2268,"45","2","3","11","1","1","2","3","0","1"
2269,"29","3","4","2","1","1","1","3","0","1"
2270,"36","1","4","1","1","1","3","3","0","1"
2271,"30","4","4","4","1","1","2","4","0","1"
2272,"30","4","2","0","1","0","3","3","0","1"
2273,"45","2","4","8","1","1","2","3","0","1"
2274,"21","2","4","0","1","1","2","2","0","1"
2275,"26","4","4","3","1","1","1","4","0","1"
2277,"34","2","2","9","1","0","2","3","0","1"
2279,"28","4","4","5","1","1","1","4","0","1"
2280,"38","2","2","6","1","1","3","4","0","1"
2281,"28","3","4","0","1","0","3","4","0","1"
2282,"27","3","4","0","1","1","3","3","0","1"
2283,"26","2","3","1","1","0","4","4","0","1"
2284,"37","3","4","4","1","0","2","4","0","1"
2285,"36","4","3","3","1","0","3","2","0","1"
2286,"20","4","4","0","0","0","2","4","0","1"
2287,"43","3","4","2","0","1","3","4","0","1"
2288,"31","1","1","6","1","1","3","2","0","1"
2289,"46","1","2","7","1","1","3","1","1","1"
2291,"16","2","4","1","1","1","3","4","0","1"
2292,"40","2","2","6","1","1","2","2","1","1"
2294,"22","2","1","0","1","1","2","2","0","1"
2295,"45","4","4","1","1","1","1","4","0","1"
2296,"28","4","4","5","1","0","3","4","0","1"
2298,"47","1","1","4","1","1","2","2","0","1"
2299,"33","3","3","3","1","1","3","4","0","1"
2300,"49","1","2","5","1","0","2","2","1","1"
2301,"21","2","4","3","1","1","3","2","0","1"
32,"49","3","4","5","1","1","1","4","0","0"
36,"33","2","3","1","1","1","3","4","0","0"
90,"33","3","3","6","1","1","3","4","0","0"
92,"37","3","4","3","1","1","1","3","0","0"
93,"39","4","4","4","1","1","1","4","0","0"
94,"26","1","1","2","1","1","3","4","0","0"
95,"32","4","4","4","1","1","2","4","0","0"
96,"46","4","4","2","1","0","1","4","0","0"
97,"32","4","4","2","0","0","1","4","0","0"
98,"33","2","2","6","1","0","3","4","0","0"
102,"39","4","4","4","1","0","1","4","0","0"
103,"24","1","4","1","1","0","4","2","1","0"
104,"35","3","3","4","1","1","3","2","0","0"
105,"40","4","4","6","0","0","1","4","0","0"
108,"22","4","4","1","1","1","1","2","0","0"
110,"32","4","4","2","1","0","1","4","0","0"
111,"33","3","4","5","0","1","3","3","0","0"
112,"25","3","1","4","1","1","3","1","0","0"
113,"45","3","3","8","1","1","2","3","0","0"
114,"28","4","4","2","1","0","1","3","0","0"
115,"35","4","4","4","0","1","3","3","0","0"
116,"47","4","4","4","1","0","1","4","0","0"
117,"28","4","4","4","1","1","1","3","0","0"
118,"29","4","3","4","1","0","3","2","0","0"
119,"38","4","4","3","1","0","1","4","0","0"
120,"49","3","3","11","1","1","1","4","0","0"
122,"34","3","4","2","0","1","2","3","0","0"
124,"24","4","4","1","1","1","1","4","0","0"
125,"17","4","4","1","1","1","2","4","0","0"
126,"42","4","4","5","1","1","1","4","0","0"
127,"31","4","2","2","0","1","1","3","0","0"
128,"37","4","4","4","0","0","2","4","0","0"
131,"41","4","4","6","0","1","1","4","0","0"
133,"41","4","4","4","1","0","1","4","0","0"
134,"29","3","3","4","1","1","3","4","0","0"
135,"24","4","4","1","1","0","1","4","0","0"
137,"27","3","3","1","1","0","3","3","0","0"
138,"25","2","3","1","1","1","3","1","0","0"
139,"43","4","4","3","1","1","1","4","0","0"
140,"35","4","4","2","1","1","2","4","0","0"
142,"37","3","4","5","1","0","2","4","0","0"
145,"33","3","3","8","1","1","3","4","0","0"
146,"27","2","4","4","1","1","2","1","0","0"
147,"29","3","3","1","1","1","3","3","0","0"
148,"19","4","4","1","1","1","1","3","0","0"
150,"27","4","4","2","1","1","1","4","0","0"
151,"33","3","4","4","1","0","2","4","0","0"
152,"30","3","3","7","1","1","3","4","0","0"
153,"40","3","4","3","1","0","1","4","0","0"
154,"19","2","4","1","1","1","2","3","0","0"
155,"34","2","4","7","1","1","2","3","0","0"
156,"31","2","3","7","1","1","3","3","0","0"
157,"23","4","4","2","1","1","3","4","0","0"
158,"35","4","4","4","1","1","1","4","0","0"
159,"48","3","4","3","1","1","2","3","0","0"
161,"26","4","4","1","1","1","3","3","0","0"
162,"28","2","2","5","1","0","2","4","0","0"
163,"38","4","4","5","1","1","2","3","0","0"
164,"26","4","4","3","1","1","3","4","0","0"
165,"38","4","4","6","1","1","2","4","0","0"
166,"20","2","2","2","1","1","3","2","1","0"
167,"24","3","3","3","1","0","2","1","0","0"
171,"26","3","4","2","1","1","3","3","0","0"
172,"19","4","4","1","1","1","2","4","0","0"
173,"26","2","3","2","1","1","2","3","0","0"
174,"34","1","4","4","1","1","3","4","1","0"
175,"25","3","3","1","1","1","2","1","0","0"
177,"20","4","3","1","1","1","3","4","0","0"
178,"26","1","2","3","1","0","3","2","0","0"
179,"22","3","4","1","1","1","3","3","0","0"
180,"28","3","3","4","1","1","3","3","0","0"
182,"22","2","4","1","1","1","3","3","0","0"
183,"39","4","4","2","0","1","3","4","0","0"
185,"32","1","3","4","1","1","3","3","0","0"
186,"24","2","3","5","1","1","3","3","0","0"
187,"47","4","4","5","1","1","1","3","0","0"
188,"26","4","4","2","1","0","1","4","0","0"
190,"32","1","2","6","0","1","2","3","0","0"
191,"36","4","4","3","0","1","3","4","0","0"
192,"37","3","4","4","0","1","2","4","0","0"
194,"37","2","3","5","1","1","4","2","0","0"
195,"26","3","4","4","1","1","2","4","0","0"
196,"21","3","3","2","1","1","2","3","0","0"
198,"40","2","3","5","1","1","3","3","0","0"
200,"38","4","4","3","0","0","3","3","1","0"
201,"45","4","4","3","1","1","1","4","0","0"
208,"47","2","2","4","1","1","3","1","0","0"
225,"42","3","3","5","1","1","2","2","0","0"
232,"36","3","3","3","0","0","2","3","1","0"
240,"42","4","4","6","1","1","1","3","0","0"
241,"40","4","4","4","1","1","1","4","0","0"
242,"26","2","4","2","1","1","1","4","0","0"
243,"27","4","4","3","1","1","1","3","0","0"
244,"34","4","4","4","1","1","2","4","0","0"
245,"29","4","4","3","1","1","1","4","0","0"
246,"21","4","4","1","1","1","1","4","0","0"
247,"24","4","4","1","1","1","2","4","0","0"
248,"27","4","4","1","1","0","3","3","0","0"
249,"34","3","4","4","1","1","3","3","0","0"
250,"41","4","4","3","1","0","2","3","0","0"
251,"33","4","4","2","0","0","1","3","0","0"
252,"41","4","4","4","0","0","2","4","0","0"
254,"39","4","4","3","0","1","2","4","0","0"
255,"28","3","4","2","0","1","2","3","0","0"
256,"26","2","2","4","1","1","3","4","0","0"
258,"36","3","3","4","1","1","1","3","0","0"
259,"37","4","4","4","0","1","2","4","0","0"
262,"36","4","4","3","1","1","1","4","0","0"
265,"24","2","4","3","1","1","3","3","0","0"
266,"44","4","4","4","0","1","2","3","0","0"
267,"35","2","3","6","1","1","2","3","0","0"
268,"25","4","4","3","1","1","3","3","0","0"
269,"21","3","2","1","1","1","3","1","1","0"
270,"25","2","4","2","1","1","2","4","0","0"
271,"24","3","4","4","1","1","3","1","0","0"
273,"25","3","4","3","1","1","2","4","0","0"
274,"32","3","3","4","1","1","2","1","0","0"
275,"36","4","4","3","1","1","1","4","0","0"
276,"25","3","4","2","1","0","2","4","0","0"
277,"31","4","4","2","0","1","1","4","0","0"
278,"22","3","3","2","1","1","3","1","0","0"
279,"36","2","3","6","1","1","2","4","0","0"
281,"30","3","4","3","1","1","3","4","0","0"
282,"23","4","3","2","1","0","2","3","0","0"
285,"47","4","4","5","1","1","3","2","0","0"
286,"44","4","4","5","1","1","3","4","0","0"
287,"32","2","4","5","1","1","3","4","0","0"
288,"24","4","4","1","1","1","1","3","0","0"
289,"30","2","3","5","1","0","3","4","0","0"
290,"29","3","3","1","0","0","2","4","0","0"
291,"36","4","4","3","0","1","3","4","0","0"
295,"17","3","3","1","1","1","2","4","0","0"
301,"48","1","1","7","1","1","2","4","0","0"
302,"37","2","2","8","1","1","2","3","0","0"
311,"45","3","4","3","1","1","1","4","0","0"
349,"20","2","3","1","1","1","2","4","0","0"
361,"23","4","4","2","1","0","3","3","0","0"
371,"17","2","3","1","1","1","3","2","0","0"
379,"32","4","4","2","1","1","1","4","0","0"
380,"38","4","4","4","0","0","1","2","0","0"
381,"37","4","4","2","1","0","3","3","0","0"
383,"35","4","4","5","0","0","1","4","0","0"
384,"36","4","4","3","1","1","1","4","0","0"
385,"38","4","4","2","1","1","1","4","0","0"
386,"42","2","4","8","1","1","1","4","0","0"
387,"31","4","4","3","0","0","4","4","0","0"
388,"36","4","4","4","0","0","1","4","0","0"
389,"34","4","4","3","1","1","1","4","0","0"
390,"44","4","4","4","1","0","2","3","0","0"
391,"19","4","4","1","1","1","2","3","0","0"
392,"31","3","3","2","1","0","3","3","0","0"
394,"23","4","3","3","1","1","3","3","0","0"
396,"48","4","4","4","0","1","1","4","0","0"
397,"37","2","3","7","1","1","3","4","0","0"
398,"32","4","4","3","0","1","3","3","0","0"
399,"36","4","4","4","0","1","2","4","0","0"
400,"38","4","4","5","1","1","1","3","0","0"
401,"26","3","3","2","1","1","3","2","0","0"
402,"47","2","2","7","1","1","2","4","0","0"
403,"47","4","4","6","1","0","1","4","0","0"
404,"43","3","4","2","1","0","2","4","0","0"
405,"36","3","4","7","1","1","2","2","0","0"
406,"41","4","4","4","1","1","1","4","0","0"
407,"41","3","4","5","1","1","1","3","0","0"
408,"37","4","4","5","1","1","3","4","0","0"
409,"47","1","1","10","1","1","3","3","0","0"
410,"25","2","3","1","1","0","4","4","0","0"
411,"39","4","4","3","1","1","1","4","0","0"
412,"29","4","4","2","1","1","3","4","0","0"
413,"35","3","4","3","1","1","2","2","0","0"
414,"27","4","4","2","1","0","1","3","0","0"
416,"45","3","3","6","0","1","2","4","0","0"
417,"35","4","4","3","0","0","3","4","0","0"
418,"46","4","4","3","0","0","1","4","0","0"
420,"39","4","4","5","1","1","1","4","0","0"
421,"45","4","4","4","1","1","1","4","0","0"
422,"27","2","2","5","1","1","3","1","0","0"
423,"36","4","4","2","1","0","1","4","0","0"
424,"28","1","2","4","1","1","2","3","0","0"
426,"35","4","4","4","1","1","1","4","0","0"
427,"41","4","4","1","1","1","3","3","0","0"
428,"29","2","4","3","1","1","3","3","0","0"
429,"29","1","2","5","1","0","1","2","0","0"
430,"25","4","4","3","1","1","1","4","0","0"
432,"26","4","4","4","1","1","3","4","0","0"
433,"43","3","3","5","1","0","3","3","0","0"
434,"34","2","4","4","1","1","3","3","0","0"
435,"41","4","4","5","1","1","1","4","0","0"
436,"24","4","4","1","1","1","1","3","0","0"
438,"24","2","2","2","1","1","3","4","0","0"
439,"19","3","3","3","1","1","2","3","0","0"
440,"27","2","2","5","1","1","3","3","0","0"
441,"32","4","4","2","1","0","1","3","0","0"
442,"29","1","3","5","1","1","3","3","0","0"
443,"37","4","4","4","1","1","3","2","0","0"
444,"35","3","4","4","1","1","1","4","0","0"
445,"24","4","4","2","1","1","1","4","0","0"
450,"34","4","4","3","1","1","1","4","0","0"
451,"20","4","4","2","1","1","1","3","0","0"
452,"39","4","3","4","1","1","3","4","0","0"
454,"27","3","3","3","1","1","2","2","0","0"
455,"30","3","4","3","1","1","2","3","0","0"
456,"34","4","4","2","1","1","1","4","0","0"
457,"30","3","3","3","1","0","3","2","0","0"
459,"25","2","4","3","1","1","3","2","0","0"
462,"21","3","4","2","1","1","3","3","0","0"
463,"41","1","4","9","1","1","2","1","0","0"
465,"23","4","4","2","1","0","2","4","0","0"
466,"24","3","4","1","1","1","3","4","0","0"
467,"33","2","2","2","1","1","3","4","0","0"
469,"29","3","3","4","1","1","3","4","0","0"
470,"26","3","4","3","1","1","3","3","0","0"
471,"29","2","4","2","1","1","3","2","0","0"
472,"23","1","2","3","1","1","3","2","1","0"
473,"28","3","4","5","1","1","2","4","0","0"
474,"26","2","3","2","1","1","3","3","0","0"
475,"24","4","3","3","1","1","3","3","0","0"
476,"33","4","4","4","1","1","2","3","0","0"
477,"30","4","4","2","0","0","3","3","0","0"
478,"22","1","3","2","1","1","3","2","0","0"
479,"31","3","3","3","1","1","3","1","1","0"
480,"36","4","4","3","0","0","2","4","0","0"
481,"30","4","4","2","1","1","4","3","0","0"
485,"34","4","4","6","1","1","2","2","0","0"
486,"27","2","4","4","1","1","3","4","0","0"
487,"17","2","2","0","1","0","3","2","0","0"
488,"35","1","2","4","1","0","4","4","0","0"
489,"32","4","4","3","1","0","1","4","0","0"
490,"22","2","2","3","1","0","3","3","0","0"
491,"31","4","4","3","1","1","1","4","0","0"
492,"29","4","4","3","1","1","3","4","0","0"
493,"29","2","3","3","1","0","3","2","0","0"
496,"21","2","1","3","1","0","3","1","1","0"
497,"25","2","3","4","1","0","3","2","0","0"
498,"36","2","4","11","1","1","1","4","1","0"
499,"46","1","2","9","1","0","3","4","1","0"
540,"47","2","3","5","1","1","1","1","0","0"
543,"35","4","4","3","1","1","1","4","0","0"
544,"21","4","4","1","1","1","1","3","0","0"
545,"45","4","4","3","1","1","1","4","0","0"
547,"38","2","3","4","1","1","1","2","0","0"
548,"34","3","4","3","0","1","1","4","0","0"
549,"21","3","4","3","1","1","1","4","0","0"
551,"35","4","4","5","1","1","2","4","0","0"
552,"29","4","4","3","1","1","3","2","0","0"
553,"30","2","3","5","1","1","3","1","1","0"
555,"24","4","4","1","0","1","2","3","0","0"
556,"32","2","1","5","1","0","2","2","0","0"
557,"27","4","4","1","1","1","1","4","0","0"
558,"41","3","4","3","0","1","2","4","0","0"
559,"31","2","2","4","1","1","4","3","1","0"
560,"27","4","4","2","1","1","1","3","0","0"
561,"48","4","4","3","0","1","1","4","0","0"
563,"48","4","4","7","1","0","1","4","0","0"
564,"34","4","4","4","1","0","3","3","0","0"
565,"34","4","4","3","1","0","3","4","0","0"
566,"31","2","2","4","1","1","3","3","0","0"
567,"46","3","4","4","1","0","3","4","0","0"
568,"37","3","3","6","1","1","3","3","0","0"
570,"26","4","4","2","1","1","3","3","0","0"
571,"29","3","3","2","1","1","3","2","0","0"
572,"22","4","4","1","1","1","2","4","0","0"
573,"30","3","3","4","1","0","3","2","0","0"
574,"44","4","4","5","1","0","1","4","0","0"
575,"33","4","4","2","1","0","1","4","0","0"
576,"26","3","4","2","1","0","2","4","0","0"
578,"18","3","3","1","1","1","2","2","0","0"
579,"36","1","1","5","1","1","3","3","0","0"
580,"36","4","4","3","1","1","2","4","0","0"
583,"21","3","4","3","1","1","3","1","0","0"
584,"41","4","3","5","1","0","3","4","0","0"
585,"32","3","4","5","0","1","1","4","0","0"
586,"28","4","4","1","0","0","2","4","0","0"
587,"27","2","2","3","1","1","2","2","1","0"
589,"27","4","4","4","1","1","1","2","1","0"
590,"30","1","3","2","1","1","3","4","0","0"
603,"30","2","3","3","1","1","3","1","0","0"
671,"25","2","4","6","1","1","3","4","0","0"
672,"30","4","4","2","0","0","1","4","0","0"
673,"30","2","4","3","1","1","3","4","0","0"
674,"25","3","4","3","1","1","2","3","0","0"
675,"45","4","4","7","1","1","1","4","0","0"
676,"48","4","3","7","1","0","2","4","0","0"
679,"46","4","4","4","1","1","1","4","0","0"
680,"36","4","4","3","1","1","1","4","0","0"
681,"37","4","4","3","1","1","1","4","0","0"
682,"37","4","3","8","1","1","1","4","0","0"
683,"40","4","4","4","1","1","1","3","0","0"
686,"26","4","4","1","0","1","2","4","0","0"
687,"44","4","4","5","1","0","1","4","0","0"
688,"35","4","4","2","1","0","1","4","0","0"
689,"30","4","1","4","1","1","3","3","0","0"
690,"33","4","4","3","1","1","3","4","0","0"
691,"35","3","3","6","1","1","2","3","0","0"
692,"36","3","2","6","1","1","3","2","0","0"
693,"24","2","4","2","1","1","3","3","0","0"
694,"27","4","4","3","1","1","1","4","0","0"
695,"27","3","3","1","1","0","3","4","0","0"
696,"38","4","4","6","1","1","3","3","0","0"
697,"44","4","4","7","1","1","2","4","0","0"
698,"33","4","4","3","1","1","3","3","0","0"
699,"42","3","3","4","1","1","2","4","0","0"
700,"36","4","4","3","0","1","2","4","0","0"
701,"36","3","4","4","0","0","2","4","0","0"
702,"32","4","4","4","0","0","2","4","0","0"
703,"43","4","4","6","1","1","1","4","0","0"
704,"42","4","4","3","1","0","1","4","0","0"
705,"24","4","4","1","1","1","1","4","0","0"
707,"40","4","4","6","1","1","1","3","0","0"
708,"44","4","4","3","1","1","1","4","0","0"
711,"36","3","4","3","0","0","3","4","0","0"
712,"30","3","4","7","1","1","2","4","0","0"
713,"34","4","4","6","1","1","3","4","0","0"
714,"30","3","3","2","1","1","2","3","0","0"
715,"41","4","4","7","1","1","2","4","0","0"
716,"32","4","4","2","0","0","2","4","0","0"
717,"44","4","4","4","1","1","1","4","0","0"
718,"25","2","4","3","1","1","1","4","1","0"
719,"17","2","2","1","1","1","3","2","0","0"
720,"30","2","2","4","1","1","2","4","0","0"
723,"35","4","4","1","0","1","1","4","0","0"
724,"40","4","4","2","0","0","1","4","0","0"
726,"26","2","4","3","1","1","3","4","0","0"
727,"42","4","4","7","1","1","2","4","0","0"
728,"21","4","4","1","1","1","2","3","0","0"
729,"32","4","4","3","1","1","1","4","0","0"
731,"32","4","4","4","1","1","1","3","0","0"
733,"32","4","4","2","0","0","1","4","0","0"
734,"23","3","4","1","1","1","2","3","0","0"
738,"24","2","4","2","1","1","1","4","0","0"
739,"33","3","4","4","1","1","3","3","0","0"
740,"25","4","4","1","0","1","1","4","0","0"
741,"39","4","4","2","0","1","1","3","0","0"
742,"32","4","4","2","1","0","3","4","0","0"
743,"37","4","4","3","1","0","1","4","0","0"
744,"33","4","4","2","0","0","1","3","0","0"
745,"36","4","4","4","1","1","1","4","0","0"
746,"31","3","4","5","1","1","3","1","0","0"
747,"44","3","4","5","1","0","1","4","0","0"
749,"40","3","4","6","1","1","1","3","0","0"
751,"30","3","3","3","1","1","3","1","0","0"
752,"29","2","3","5","1","1","2","4","0","0"
753,"21","3","3","1","1","1","3","3","0","0"
754,"37","4","4","6","1","0","3","4","0","0"
755,"25","3","3","3","1","1","2","1","0","0"
756,"32","2","3","4","1","0","2","2","0","0"
757,"25","2","3","2","1","1","2","4","0","0"
759,"22","3","4","1","1","0","1","4","0","0"
760,"29","3","4","3","1","1","3","2","0","0"
762,"32","1","4","4","1","1","3","2","0","0"
763,"29","4","4","3","1","0","1","4","0","0"
767,"28","3","3","2","0","1","2","3","0","0"
768,"30","4","4","3","0","0","2","4","0","0"
770,"35","4","3","2","0","1","3","4","0","0"
772,"28","4","4","4","1","1","2","3","0","0"
773,"25","3","3","2","1","1","2","3","0","0"
774,"26","4","4","2","1","0","3","3","0","0"
775,"35","4","4","3","0","1","3","4","0","0"
776,"28","4","4","2","0","1","2","4","0","0"
777,"23","2","3","2","1","0","3","2","0","0"
778,"32","3","4","4","1","1","3","2","0","0"
779,"31","3","4","4","1","0","3","3","0","0"
780,"35","3","2","9","1","0","3","4","0","0"
781,"20","3","4","1","0","1","2","4","0","0"
782,"31","4","4","1","1","1","1","4","0","0"
783,"22","1","2","2","1","1","3","4","0","0"
784,"22","3","4","2","1","1","2","4","0","0"
785,"35","4","4","4","0","0","1","4","0","0"
786,"25","2","3","5","1","1","2","3","0","0"
787,"28","3","4","3","1","1","1","4","0","0"
834,"32","4","4","4","1","1","1","2","0","0"
836,"29","3","4","2","1","1","1","4","0","0"
838,"37","4","4","4","1","1","1","4","0","0"
839,"35","2","4","4","0","1","3","2","0","0"
840,"37","4","4","3","1","1","3","4","0","0"
841,"23","4","4","1","1","1","3","3","0","0"
842,"26","3","3","2","1","1","1","3","0","0"
843,"22","3","3","2","1","1","3","3","0","0"
